0,-0.893564272,-0.11295054,1.000239782,-0.555967658,0.283631356,1.310853767,1.431961846,-0.619345461,2.729010547,1.770185963
-0.893564272,1.420039289,3.832596612,0.670173204,2.37561373,1.836014716,1.708792305,0.532122544,2.047542289,2.190635525,-0.00627503
-0.11295054,3.832596612,0.276728823,0.210213505,1.294999998,-0.791908786,-0.571821427,-0.860306613,2.308583537,-0.42042701,-0.399091908
1.000239782,0.670173204,0.210213505,0.510159939,1.581809676,-0.525847514,1.714988251,-0.663898174,1.799678604,-0.167543301,-0.105420504
-0.555967658,2.37561373,1.294999998,1.581809676,0.138017116,1.298418102,-0.428804309,-0.449912388,2.801394919,1.253038911,-0.188136505
0.283631356,1.836014716,-0.791908786,-0.525847514,1.298418102,-0.641180912,-0.47690228,-0.566635209,1.761795905,-0.786560103,-0.327735519
1.310853767,1.708792305,-0.571821427,1.714988251,-0.428804309,-0.47690228,1.113190322,0.272336302,-0.783123744,-2.868943716,-2.725245529
1.431961846,0.532122544,-0.860306613,-0.663898174,-0.449912388,-0.566635209,0.272336302,-1.070520118,1.659745435,-0.135540648,-0.046435222
-0.619345461,2.047542289,2.308583537,1.799678604,2.801394919,1.761795905,-0.783751247,1.659745435,4.364772722,1.416416714,2.275241298
2.729010547,2.190635525,-0.42042701,-0.167543301,1.253038911,-0.786560103,-2.868943716,-0.135540648,1.416416714,-0.487569831,0.02688529
1.770185963,-0.00627503,-0.399091908,-0.105420504,-0.188136505,-0.327735519,-2.725245529,-0.046435222,2.275241298,0.02688529,-0.209586002
