0,-9.52549554,-11.78889886,0.540280083,-2.14606026,-2.11468511,-1.9739182,-3.80894321,-8.994628002,1.657862926,4.926526053
-5.645644491,2.297221831,3.260625152,2.031446208,-0.118598067,0.067770324,1.60369143,1.088090202,2.695752888,3.613863365,-2.321133597
-9.293946933,2.145524273,4.308927594,0.587342808,0.34512665,0.043297707,2.091261261,7.149141679,3.580532118,2.962165807,-2.901573872
-2.23391068,1.68548802,1.127622891,1.619712397,-0.33257659,6.27467759,2.53391068,0.806341355,1.859291389,-0.237196134,-2.0707599
-2.12723517,1.67881251,1.442215831,1.413036887,1.39937723,-0.516434969,2.52723517,2.953029118,2.148570272,-0.222763565,-2.140412733
-1.885019012,2.036596352,0.177583349,1.870820729,0.085967911,0.053965258,0.973050915,6.846685233,2.36568631,-0.108558019,-2.075779924
-5.801265235,1.952842575,2.916245896,1.587066952,0.135540648,0.026982629,2.452075486,1.649705387,3.144417533,-0.641308066,-2.705792936
-1.002749794,0.530867538,-0.114833049,-0.004392521,0.040160192,-0.055220264,4.086720801,2.686340343,1.527342302,-0.62122797,-3.424911374
-4.924643544,2.490559407,2.74846314,1.59385762,1.61895774,1.325913839,2.917055209,1.797796095,3.945738864,0.418544501,-2.255245782
2.366941316,1.084636024,-0.251960655,-0.202683469,1.105200744,-0.22590108,-6.094515374,2.23391068,0.463724717,-0.466862232,-2.169905374
2.299170992,-0.044552713,-1.473377044,0.161268271,0.117970564,0.423564525,-2.631326317,2.457929251,0.874111679,0.1882509,-1.467102014
